submissionId,submissionDate,institution,major,degree,sem,notif_result,notif_method,notif_date,studentType,gpa,gre_v,gre_q,gre_w,gre_subject
64239,2009-12-31,University Of Pennsylvania,Master Of Social Work,Masters,F10,Accepted,E-mail,2009-12-18,A,NA,NA,NA,NA,NA
64739,2010-01-15,University Of Pennsylvania,Biology,PhD,F10,Interview,E-mail,2010-01-15,U,NA,NA,NA,NA,NA
65114,2010-01-22,University Of Pennsylvania,"Education, Culture And Society",PhD,F10,Interview,E-mail,2010-01-19,A,3.7,165,150,5,NA
66754,2010-02-02,University Of Pennsylvania,Sociology,PhD,F10,Accepted,E-mail,2010-02-02,I,3.84,168,166,3,NA
66948,2010-02-03,University Of Pennsylvania,Neuroscience,PhD,F10,Accepted,E-mail,2010-02-03,A,NA,NA,NA,NA,NA
66955,2010-02-03,University Of Pennsylvania,Neuroscience,PhD,F10,Accepted,E-mail,2010-02-03,A,4,163,160,5,NA
67382,2010-02-05,University Of Pennsylvania,Physics,PhD,F10,Accepted,Phone,2010-01-25,A,3.94,154,166,5,930
67564,2010-02-05,University Of Pennsylvania,Psychology,PhD,F10,Rejected,E-mail,2010-02-05,A,NA,NA,NA,NA,NA
67655,2010-02-06,University Of Pennsylvania,Psychology,PhD,F10,Rejected,Website,2010-02-06,A,NA,NA,NA,NA,NA
67686,2010-02-06,University Of Pennsylvania,Cognitive Psychology,PhD,F10,Rejected,Website,2010-02-06,I,NA,NA,NA,NA,NA
67739,2010-02-06,University Of Pennsylvania,Linguistics,PhD,F10,Interview,E-mail,2010-02-03,I,NA,NA,NA,NA,NA
67903,2010-02-07,University Of Pennsylvania,Sociology,PhD,F10,Accepted,E-mail,2010-02-02,I,NA,NA,NA,NA,NA
67953,2010-02-08,University Of Pennsylvania,Electrical Engineering,Masters,F10,Accepted,E-mail,2010-01-05,I,NA,NA,NA,NA,NA
67967,2010-02-08,University Of Pennsylvania,Telecommunications(TCOM),Masters,F10,Accepted,Other,2010-02-02,I,3.45,162,155,4,NA
67973,2010-02-08,University Of Pennsylvania,Psychology,PhD,F10,Rejected,Website,2010-02-06,I,NA,NA,NA,NA,NA
67993,2010-02-08,University Of Pennsylvania,Linguistics,PhD,F10,Interview,E-mail,2010-02-04,U,NA,NA,NA,NA,NA
68279,2010-02-08,University Of Pennsylvania,Linguistics,PhD,F10,Interview,E-mail,2010-02-03,A,NA,NA,NA,NA,NA
68990,2010-02-10,University Of Pennsylvania,Comparative Politics,PhD,F10,Accepted,Website,2010-02-10,A,NA,NA,NA,NA,NA
69089,2010-02-10,University Of Pennsylvania,Chemistry,PhD,F10,Accepted,E-mail,2010-02-10,I,NA,NA,NA,NA,NA
69138,2010-02-10,University Of Pennsylvania,Applied Math And Computational Science,PhD,F10,Accepted,E-mail,2010-02-10,I,NA,NA,NA,NA,NA
69158,2010-02-10,University Of Pennsylvania,Political Science,PhD,F10,Accepted,E-mail,2010-02-10,A,NA,NA,NA,NA,NA
69334,2010-02-10,University Of Pennsylvania,History And Sociology Of Science,PhD,F10,Interview,E-mail,2009-12-28,A,NA,NA,NA,NA,NA
69484,2010-02-11,University Of Pennsylvania,Physics,PhD,F10,Accepted,Phone,2010-01-23,A,NA,NA,NA,NA,NA
69776,2010-02-11,University Of Pennsylvania,Sociology,PhD,F10,Accepted,E-mail,2010-02-05,I,NA,NA,NA,NA,NA
70000,2010-02-12,University Of Pennsylvania,Social Work,Masters,F10,Accepted,Phone,2010-01-22,A,NA,NA,NA,NA,NA
70042,2010-02-12,University Of Pennsylvania,Chemistry,PhD,F10,Rejected,Other,2010-02-12,U,NA,NA,NA,NA,NA
70222,2010-02-12,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Other,2010-02-12,A,NA,NA,NA,NA,NA
70229,2010-02-12,University Of Pennsylvania,Philsophy,PhD,S10,Rejected,Website,2010-02-12,A,NA,NA,NA,NA,NA
70330,2010-02-12,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Website,2010-02-12,A,NA,NA,NA,NA,NA
70336,2010-02-12,University Of Pennsylvania,Philosophy,PhD,F10,Accepted,Website,2010-02-12,A,NA,NA,NA,NA,NA
70338,2010-02-12,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Website,2010-02-12,A,NA,NA,NA,NA,NA
70404,2010-02-12,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,E-mail,2010-02-12,U,NA,NA,NA,NA,NA
70433,2010-02-12,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,E-mail,2010-02-12,A,NA,NA,NA,NA,NA
70467,2010-02-13,University Of Pennsylvania,Biochemistry And Molecular Biophysics,PhD,F10,Accepted,E-mail,2010-02-13,A,3.77,164,158,4.5,NA
70487,2010-02-13,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Website,2010-02-13,O,NA,NA,NA,NA,NA
70703,2010-02-13,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Website,2010-02-12,I,NA,169,163,6,NA
70714,2010-02-13,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Website,2010-02-13,I,NA,NA,NA,NA,NA
70854,2010-02-14,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Website,2010-02-13,A,NA,NA,NA,NA,NA
71064,2010-02-15,University Of Pennsylvania,Philosophy,PhD,F10,Rejected,Website,2010-02-13,I,NA,NA,NA,NA,NA
71168,2010-02-15,University Of Pennsylvania,Physics,PhD,F10,Rejected,E-mail,2010-02-15,A,NA,NA,NA,NA,NA
71464,2010-02-16,University Of Pennsylvania,Sociology,PhD,F10,Rejected,Other,2010-02-15,A,NA,NA,NA,NA,NA
71469,2010-02-16,University Of Pennsylvania,Sociology,PhD,S10,Rejected,Website,2010-02-16,A,NA,NA,NA,NA,NA
71516,2010-02-16,University Of Pennsylvania,Sociology,PhD,F10,Rejected,Website,2010-02-16,A,NA,NA,NA,NA,NA
71557,2010-02-16,University Of Pennsylvania,Sociology,PhD,F10,Rejected,E-mail,2010-02-16,A,NA,NA,NA,NA,NA
71859,2010-02-16,University Of Pennsylvania,Political Science,PhD,F10,Accepted,E-mail,2010-02-16,A,NA,NA,NA,NA,NA
72062,2010-02-17,University Of Pennsylvania,Political Science,PhD,F10,Accepted,E-mail,2010-02-16,A,NA,NA,NA,NA,NA
72495,2010-02-17,University Of Pennsylvania,Computer Science,PhD,F10,Rejected,Website,2010-02-17,U,NA,NA,NA,NA,NA
72630,2010-02-18,University Of Pennsylvania,Political Science,PhD,F10,Rejected,Other,2010-02-18,U,NA,NA,NA,NA,NA
72667,2010-02-18,University Of Pennsylvania,Philosophy,PhD,F10,Accepted,E-mail,2010-02-17,A,NA,NA,NA,NA,NA
73570,2010-02-19,University Of Pennsylvania,"Demography, Sociology",PhD,F10,Accepted,E-mail,2010-02-18,A,3.7,161,156,5,NA
73891,2010-02-19,University Of Pennsylvania,City & Regional Planning,Masters,F10,Accepted,E-mail,2010-02-19,A,3.77,164,160,6,NA
74394,2010-02-20,University Of Pennsylvania,System Engineering,Masters,F10,Accepted,E-mail,2010-01-20,I,3.3,170,149,3.5,NA
74491,2010-02-20,University Of Pennsylvania,Annenberg School For Communication,PhD,F10,Rejected,E-mail,2010-02-20,U,NA,NA,NA,NA,NA
74598,2010-02-21,University Of Pennsylvania,Communication,PhD,F10,Rejected,E-mail,2010-02-21,I,NA,NA,NA,NA,NA
74658,2010-02-21,University Of Pennsylvania,Annenberg School For Communication,PhD,F10,Accepted,E-mail,2010-02-21,U,NA,NA,NA,NA,NA
75076,2010-02-22,University Of Pennsylvania,"Education (Education, Culture And Society)",PhD,F10,Wait listed,E-mail,2010-02-22,A,NA,NA,NA,NA,NA
75548,2010-02-23,University Of Pennsylvania,City Planning,Masters,F10,Accepted,E-mail,2010-02-20,I,3.72,170,142,4.5,NA
75659,2010-02-23,University Of Pennsylvania,European History,PhD,F10,Rejected,Website,2010-02-23,A,NA,NA,NA,NA,NA
75662,2010-02-23,University Of Pennsylvania,American History,PhD,F10,Rejected,Website,2010-02-23,A,NA,NA,NA,NA,NA
75668,2010-02-23,University Of Pennsylvania,History,PhD,F10,Rejected,E-mail,2010-02-23,A,3.1,167,159,5.5,NA
75746,2010-02-23,University Of Pennsylvania,European History,PhD,F10,Rejected,Website,2010-02-23,A,NA,NA,NA,NA,NA
75781,2010-02-23,University Of Pennsylvania,American History,PhD,F10,Rejected,E-mail,2010-02-23,U,NA,NA,NA,NA,NA
76187,2010-02-24,University Of Pennsylvania,Computer Science,PhD,F10,Rejected,E-mail,2010-02-23,I,NA,NA,NA,NA,NA
76264,2010-02-24,University Of Pennsylvania,American History,PhD,F10,Rejected,Website,2010-02-24,U,NA,NA,NA,NA,NA
76437,2010-02-24,University Of Pennsylvania,"History, Ameri",PhD,F10,Rejected,E-mail,2010-02-23,A,NA,NA,NA,NA,NA
76613,2010-02-24,University Of Pennsylvania,Telecommunication And Networking,Masters,F10,Accepted,E-mail,2010-01-26,I,0.999,158,164,3.5,NA
76955,2010-02-24,University Of Pennsylvania,Musicology,PhD,F10,Rejected,Website,2010-02-24,A,3.82,162,157,5.5,NA
76964,2010-02-24,University Of Pennsylvania,Musicology,PhD,F10,Rejected,E-mail,2010-02-24,I,NA,NA,NA,NA,NA
77336,2010-02-25,University Of Pennsylvania,Criminology,PhD,F10,Rejected,Postal Service,2010-02-23,O,NA,NA,NA,NA,NA
77521,2010-02-25,University Of Pennsylvania,Political Science,PhD,F10,Rejected,E-mail,2010-02-25,A,NA,NA,NA,NA,NA
77528,2010-02-25,University Of Pennsylvania,Political Science,PhD,F10,Rejected,Website,2010-02-25,A,3.8,159,148,5,NA
77951,2010-02-26,University Of Pennsylvania,Political Science,PhD,F10,Rejected,Website,2010-02-26,U,NA,NA,NA,NA,NA
78246,2010-02-26,University Of Pennsylvania,Bioengineering,PhD,F10,Rejected,Website,2010-02-26,A,3.66,169,161,5.5,NA
78446,2010-02-26,University Of Pennsylvania,GSE,PhD,F10,Rejected,Other,2010-02-26,A,NA,NA,NA,NA,NA
78476,2010-02-26,University Of Pennsylvania,English,PhD,F10,Accepted,Phone,2010-02-26,A,NA,NA,NA,NA,NA
79277,2010-02-28,University Of Pennsylvania,Biomedical Engineering,PhD,F10,Rejected,Website,2010-02-18,I,3.61,170,145,4,NA
79500,2010-03-01,University Of Pennsylvania,Criminology,Masters,F10,Accepted,E-mail,2010-02-16,I,NA,NA,NA,NA,NA
79505,2010-03-01,University Of Pennsylvania,English,PhD,S10,Wait listed,E-mail,2010-02-26,A,4,168,154,4.5,480
79647,2010-03-01,University Of Pennsylvania,Classics,Masters,F10,Rejected,E-mail,2010-03-01,A,NA,NA,NA,NA,NA
79781,2010-03-01,University Of Pennsylvania,Neuroscience (NGG),PhD,F10,Rejected,E-mail,2010-03-01,A,NA,NA,NA,NA,NA
79849,2010-03-01,University Of Pennsylvania,History & Sociology Of Science,PhD,F10,Rejected,E-mail,2010-02-19,A,NA,NA,NA,NA,NA
80173,2010-03-02,University Of Pennsylvania,Religion,PhD,F10,Rejected,Website,2010-03-01,A,NA,NA,NA,NA,NA
80196,2010-03-02,University Of Pennsylvania,Economics,PhD,F10,Accepted,E-mail,2010-03-02,I,NA,NA,NA,NA,NA
80869,2010-03-02,University Of Pennsylvania,Anthropology,PhD,F10,Rejected,E-mail,2010-03-02,O,NA,NA,NA,NA,NA
80874,2010-03-02,University Of Pennsylvania,Anthropology (cultural),PhD,F10,Rejected,E-mail,2010-03-02,A,NA,NA,NA,NA,NA
80875,2010-03-02,University Of Pennsylvania,Anthropology,PhD,F10,Rejected,E-mail,2010-03-02,U,NA,NA,NA,NA,NA
80881,2010-03-02,University Of Pennsylvania,Anthropology,PhD,F10,Rejected,E-mail,2010-03-02,A,3.5,160,152,5.5,NA
80888,2010-03-02,University Of Pennsylvania,Anthropology (Archaeology),PhD,F10,Rejected,E-mail,2010-03-02,A,NA,NA,NA,NA,NA
80894,2010-03-02,University Of Pennsylvania,Anthropology,PhD,F10,Rejected,E-mail,2010-03-02,A,NA,NA,NA,NA,NA
82083,2010-03-04,University Of Pennsylvania,Master Of City Planning,Masters,F10,Accepted,E-mail,2010-03-04,A,NA,NA,NA,NA,NA
82301,2010-03-04,University Of Pennsylvania,"Education, Culture, Society",PhD,F10,Rejected,Postal Service,2010-03-03,A,NA,NA,NA,NA,NA
82356,2010-03-04,University Of Pennsylvania,BGS - DSRB,PhD,S10,Accepted,E-mail,2010-03-04,A,3.35,168,166,5,660
82682,2010-03-04,University Of Pennsylvania,Economics,PhD,F10,Wait listed,E-mail,2010-03-04,I,NA,NA,NA,NA,NA
83245,2010-03-05,University Of Pennsylvania,Cell And Molecular Biology (CMB),PhD,F10,Rejected,E-mail,2010-03-05,I,NA,NA,NA,NA,NA
83881,2010-03-06,University Of Pennsylvania,CAMB (Cancer Biology),PhD,S10,Accepted,E-mail,2010-03-03,A,NA,NA,NA,NA,NA
84306,2010-03-06,University Of Pennsylvania,Computer Science,PhD,F10,Accepted,E-mail,2010-03-06,U,3.8,168,166,5.5,830
84488,2010-03-07,University Of Pennsylvania,Social Psychology,PhD,F10,Rejected,Website,2010-02-05,A,NA,NA,NA,NA,NA
84661,2010-03-08,University Of Pennsylvania,Cognitive Psychology,PhD,F10,Rejected,E-mail,2010-06-03,I,NA,NA,NA,NA,NA
85331,2010-03-09,University Of Pennsylvania,English,PhD,F10,Rejected,E-mail,2010-03-09,A,NA,NA,NA,NA,NA
85632,2010-03-09,University Of Pennsylvania,English,PhD,F10,Rejected,E-mail,2010-03-08,A,NA,NA,NA,NA,NA
87026,2010-03-11,University Of Pennsylvania,Applied Mathematics And Computational Science (AMCS),PhD,F10,Wait listed,E-mail,2010-03-04,U,NA,NA,NA,NA,NA
88532,2010-03-12,University Of Pennsylvania,Computer Science (CS),PhD,F10,Accepted,E-mail,2010-03-12,I,NA,166,166,4,820
88997,2010-03-13,University Of Pennsylvania,East Asian Languages And Civilizations (EALC),Masters,F10,Rejected,E-mail,2010-03-12,A,NA,NA,NA,NA,NA
89002,2010-03-13,University Of Pennsylvania,East Asian Languages And Civilizations (EALC),Masters,F10,Accepted,E-mail,2010-03-12,A,NA,NA,NA,NA,NA
89228,2010-03-13,University Of Pennsylvania,Economics,PhD,F10,Rejected,E-mail,2010-03-13,A,NA,NA,NA,NA,NA
89245,2010-03-13,University Of Pennsylvania,Computer Science,PhD,F10,Accepted,E-mail,2010-03-12,I,3.56,143,164,3,93
89621,2010-03-14,University Of Pennsylvania,Chemistry,PhD,F10,Rejected,E-mail,2010-03-08,I,NA,NA,NA,NA,NA
90150,2010-03-15,University Of Pennsylvania,Psychology,PhD,F10,Wait listed,E-mail,2010-03-11,A,NA,NA,NA,NA,NA
91612,2010-03-17,University Of Pennsylvania,Art History,PhD,F10,Rejected,E-mail,2010-03-17,A,NA,NA,NA,NA,NA
91635,2010-03-17,University Of Pennsylvania,Art History,Masters,F10,Rejected,Website,2010-03-17,A,NA,NA,NA,NA,NA
91655,2010-03-17,University Of Pennsylvania,Art History,PhD,F10,Rejected,Website,2010-03-17,A,NA,NA,NA,NA,NA
91812,2010-03-17,University Of Pennsylvania,Art History,PhD,F10,Rejected,E-mail,2010-03-17,A,NA,NA,NA,NA,NA
92219,2010-03-18,University Of Pennsylvania,Biology,PhD,F10,Rejected,E-mail,2010-03-17,I,3.64,170,144,4,NA
93340,2010-03-19,University Of Pennsylvania,Materials Science & Engineering,PhD,F10,Rejected,Website,2010-03-16,I,NA,NA,NA,NA,NA
93751,2010-03-21,University Of Pennsylvania,Software Engineering,Masters,F10,Rejected,E-mail,2010-03-21,A,3.4,167,166,3.5,NA
94008,2010-03-22,University Of Pennsylvania,Architecture,Masters,F10,Rejected,Website,2010-03-22,A,NA,NA,NA,NA,NA
94014,2010-03-22,University Of Pennsylvania,Architecture (3+ Years),Masters,F10,Rejected,Website,2010-03-22,A,NA,NA,NA,NA,NA
94036,2010-03-22,University Of Pennsylvania,Architecture,Masters,F10,Wait listed,Website,2010-03-22,A,NA,NA,NA,NA,NA
94057,2010-03-22,University Of Pennsylvania,Architecture,Masters,F10,Accepted,Website,2010-03-22,I,NA,NA,NA,NA,NA
94077,2010-03-22,University Of Pennsylvania,"Landscape Architecture (MLA, 3 Year Program)",Masters,F10,Wait listed,Website,2010-03-22,A,NA,NA,NA,NA,NA
94184,2010-03-22,University Of Pennsylvania,Architecture (M. Arch II) Post Prof,Masters,F10,Accepted,Website,2010-03-22,A,NA,NA,NA,NA,NA
94243,2010-03-22,University Of Pennsylvania,Architecture (M.Arch.II),Masters,F10,Accepted,Website,2010-03-22,A,3.9,170,159,4.5,NA
95087,2010-03-24,University Of Pennsylvania,History,PhD,F10,Rejected,E-mail,2010-02-23,A,NA,NA,NA,NA,NA
95481,2010-03-25,University Of Pennsylvania,Appiled Mathematics And Computational Sciences,PhD,F10,Rejected,E-mail,2010-03-25,U,NA,NA,NA,NA,NA
96064,2010-03-26,University Of Pennsylvania,Art History,Masters,F10,Rejected,Other,2010-03-17,O,NA,NA,NA,NA,NA
96570,2010-03-29,University Of Pennsylvania,Physics,PhD,F10,Rejected,E-mail,2010-02-01,A,NA,NA,NA,NA,NA
99006,2010-04-06,University Of Pennsylvania,Economics,PhD,F10,Rejected,Website,2010-04-06,I,NA,NA,NA,NA,NA
100056,2010-04-10,University Of Pennsylvania,Near Eastern Languages And Civilizations,PhD,F10,Rejected,E-mail,2010-04-08,A,3.4,163,153,5.5,NA
101182,2010-04-16,University Of Pennsylvania,English,PhD,F10,Rejected,E-mail,2010-04-16,O,NA,NA,NA,NA,NA
101853,2010-04-22,University Of Pennsylvania,Electrical Engineering,PhD,F10,Rejected,Website,2010-04-20,I,NA,NA,NA,NA,NA
102793,2010-05-12,University Of Pennsylvania,Government Political Science,PhD,F10,Rejected,E-mail,2010-05-12,A,NA,NA,NA,NA,NA
103349,2010-12-16,University Of Pennsylvania,Biological Sciences (Neuroscience),PhD,F11,Interview,E-mail,2010-12-14,A,NA,NA,NA,NA,NA
103482,2010-12-28,University Of Pennsylvania,Computer,Masters,F11,Accepted,Website,2010-12-23,I,NA,NA,NA,NA,NA
103576,2011-01-04,University Of Pennsylvania,Biosciences - Neuroscience,PhD,F11,Interview,E-mail,2011-12-14,A,NA,NA,NA,NA,NA
103587,2011-01-04,University Of Pennsylvania,Neuroscience,PhD,F11,Interview,E-mail,2011-01-04,A,NA,NA,NA,NA,NA
103593,2011-01-05,University Of Pennsylvania,TESOL,Masters,F11,Accepted,Website,2011-01-05,I,NA,NA,NA,NA,NA
103742,2011-01-08,University Of Pennsylvania,Cell And Molecular Biology(CAMB),PhD,F11,Interview,E-mail,2011-01-07,A,3.86,167,151,5,850
103759,2011-01-08,University Of Pennsylvania,Cell And Molecular Biology,PhD,F11,Interview,E-mail,2010-12-21,A,NA,NA,NA,NA,NA
103799,2011-01-10,University Of Pennsylvania,Biochemistry And Molecular Biophysics,PhD,F11,Interview,E-mail,2010-12-17,A,NA,NA,NA,NA,NA
104038,2011-01-13,University Of Pennsylvania,"Psychology (Cognition, Brain & Behavior)",PhD,F11,Interview,E-mail,2011-01-07,A,NA,NA,NA,NA,NA
104146,2011-01-14,University Of Pennsylvania,Neuroscience,PhD,S11,Interview,E-mail,2011-01-10,O,NA,NA,NA,NA,NA
104239,2011-01-16,University Of Pennsylvania,"Computer Science (CS), MS",Masters,F11,Accepted,E-mail,2011-01-10,I,NA,NA,NA,NA,NA
104358,2011-01-18,University Of Pennsylvania,Chemistry,PhD,F11,Accepted,E-mail,2011-01-18,U,NA,NA,NA,NA,NA
104361,2011-01-18,University Of Pennsylvania,Chemistry,PhD,F11,Accepted,E-mail,2011-01-18,U,NA,NA,NA,NA,NA
104544,2011-01-20,University Of Pennsylvania,Molecular And Cell Biology (MCB),PhD,F11,Interview,E-mail,2011-01-19,I,NA,NA,NA,NA,NA
104808,2011-01-21,University Of Pennsylvania,Chemistry,PhD,F11,Accepted,E-mail,2011-01-18,A,3.84,164,166,5,720
105108,2011-01-24,University Of Pennsylvania,TESOL,Masters,F11,Accepted,E-mail,2010-12-21,I,3.82,159,166,3.5,NA
105427,2011-01-26,University Of Pennsylvania,French And Francophone Studies,PhD,F11,Interview,E-mail,2011-01-26,O,NA,NA,NA,NA,NA
105435,2011-01-26,University Of Pennsylvania,Mechanical Engineering,Masters,F11,Accepted,Website,2011-01-22,I,3,154,160,3,NA
105531,2011-01-26,University Of Pennsylvania,Chemistry (Organic),PhD,F11,Accepted,E-mail,2011-01-18,A,3.96,164,166,6,860
106204,2011-01-29,University Of Pennsylvania,Sociology,PhD,F11,Accepted,E-mail,2011-01-28,A,NA,NA,NA,NA,NA
106235,2011-01-29,University Of Pennsylvania,Sociology,PhD,F11,Accepted,E-mail,2011-01-29,I,3.73,170,151,3,NA
106279,2011-01-29,University Of Pennsylvania,Biosciences (Neuroscience),PhD,F11,Rejected,E-mail,2011-01-28,A,NA,NA,NA,NA,NA
106651,2011-02-01,University Of Pennsylvania,School Of Social Policy And Practice,PhD,F11,Accepted,E-mail,2011-02-01,I,NA,NA,NA,NA,NA
106903,2011-02-01,University Of Pennsylvania,Institute For History And Philosophy Of Science,PhD,F11,Rejected,Website,2011-02-01,A,NA,NA,NA,NA,NA
106905,2011-02-01,University Of Pennsylvania,Philosophy,PhD,F11,Rejected,Website,2011-02-01,A,NA,NA,NA,NA,NA
107063,2011-02-02,University Of Pennsylvania,Computer Science,PhD,F11,Accepted,E-mail,2011-02-01,I,NA,NA,NA,NA,NA
107190,2011-02-02,University Of Pennsylvania,BGS - Biochemistry & Molecular Biophysics,PhD,F11,Accepted,E-mail,2011-02-02,A,NA,NA,NA,NA,NA
107322,2011-02-03,University Of Pennsylvania,Linguistics,PhD,F11,Accepted,E-mail,2011-02-03,I,3.91,170,152,4.5,NA
107567,2011-02-03,University Of Pennsylvania,Biostatistics,PhD,F11,Rejected,E-mail,2011-02-03,I,NA,NA,NA,NA,NA
107700,2011-02-04,University Of Pennsylvania,Computer Science (Robotics),Masters,F11,Accepted,E-mail,2011-01-22,U,NA,NA,NA,NA,NA
107721,2011-02-04,University Of Pennsylvania,Mathematics,PhD,F11,Accepted,E-mail,2011-02-04,U,3.92,168,166,4.5,830
107844,2011-02-04,University Of Pennsylvania,Biology,PhD,F11,Rejected,Other,2011-02-04,I,NA,NA,NA,NA,NA
108025,2011-02-04,University Of Pennsylvania,Pharmacology,PhD,F11,Rejected,E-mail,2011-02-04,I,NA,NA,NA,NA,NA
108768,2011-02-07,University Of Pennsylvania,Genomics And Computational Biology,PhD,F11,Interview,E-mail,2011-02-03,A,NA,NA,NA,NA,NA
108990,2011-02-08,University Of Pennsylvania,Philosophy,PhD,F11,Accepted,E-mail,2011-02-08,O,NA,NA,NA,NA,NA
108991,2011-02-08,University Of Pennsylvania,History (U.S.),PhD,F11,Interview,E-mail,2011-02-07,A,3.99,166,160,6,NA
108995,2011-02-08,University Of Pennsylvania,Philosophy,PhD,F11,Wait listed,E-mail,2011-02-08,A,NA,NA,NA,NA,NA
109013,2011-02-08,University Of Pennsylvania,Philosophy,PhD,F11,Accepted,E-mail,2011-02-07,A,NA,NA,NA,NA,NA
109049,2011-02-08,University Of Pennsylvania,Philosophy,PhD,F11,Wait listed,E-mail,2011-02-08,U,NA,NA,NA,NA,NA
109193,2011-02-08,University Of Pennsylvania,Art History,PhD,F11,Accepted,E-mail,2011-02-08,O,NA,NA,NA,NA,NA
109574,2011-02-09,University Of Pennsylvania,CGGT,Masters,F11,Accepted,E-mail,2011-02-08,O,NA,NA,NA,NA,NA
109814,2011-02-09,University Of Pennsylvania,Cell And Molecular Biology(CAMB),PhD,F11,Accepted,Website,2011-02-09,A,NA,NA,NA,NA,NA
110322,2011-02-10,University Of Pennsylvania,Criminology,PhD,F11,Rejected,Postal Service,2011-02-10,U,NA,NA,NA,NA,NA
110671,2011-02-10,University Of Pennsylvania,Social Policy And Practice,PhD,F11,Rejected,Postal Service,2011-02-10,A,NA,NA,NA,NA,NA
111798,2011-02-12,University Of Pennsylvania,Astronomy And Physics,PhD,F11,Accepted,E-mail,2011-02-05,A,NA,167,166,6,820
112126,2011-02-14,University Of Pennsylvania,Computer Science,PhD,F11,Rejected,E-mail,2011-02-14,U,NA,NA,NA,NA,NA
112140,2011-02-14,University Of Pennsylvania,Computer Science,PhD,F11,Rejected,E-mail,2011-02-14,I,NA,NA,NA,NA,NA
112152,2011-02-14,University Of Pennsylvania,Comparative Literature,PhD,F11,Wait listed,E-mail,2011-02-14,A,NA,NA,NA,NA,NA
112195,2011-02-14,University Of Pennsylvania,Computer Sciece - Robotic,PhD,F11,Rejected,E-mail,2011-02-14,U,3.8,146,166,3,NA
112201,2011-02-14,University Of Pennsylvania,Comparative Literature,PhD,F11,Wait listed,E-mail,2011-02-14,I,NA,NA,NA,NA,NA
112273,2011-02-14,University Of Pennsylvania,Computer Science,PhD,F11,Rejected,E-mail,2011-02-14,I,NA,NA,NA,NA,NA
112616,2011-02-15,University Of Pennsylvania,Computer Science,PhD,F11,Rejected,E-mail,2011-02-14,I,NA,NA,NA,NA,NA
112702,2011-02-15,University Of Pennsylvania,Statistics,PhD,F11,Rejected,E-mail,2011-02-15,I,NA,NA,NA,NA,NA
113698,2011-02-16,University Of Pennsylvania,Chemistry,PhD,F11,Accepted,E-mail,2011-02-17,I,NA,NA,NA,NA,NA
113704,2011-02-16,University Of Pennsylvania,Chemistry,PhD,F11,Accepted,E-mail,2011-02-16,I,NA,NA,NA,NA,NA
113956,2011-02-16,University Of Pennsylvania,Neuroscience (BGS),PhD,F11,Accepted,Phone,2011-02-16,A,NA,NA,NA,NA,NA
114171,2011-02-17,University Of Pennsylvania,The Annenberg School Of Communication,PhD,F11,Accepted,E-mail,2011-02-17,I,NA,163,164,4.5,NA
116531,2011-02-21,University Of Pennsylvania,French,PhD,F11,Accepted,E-mail,2011-02-20,A,NA,NA,NA,NA,NA
116613,2011-02-21,University Of Pennsylvania,American History,PhD,F11,Rejected,Website,2011-02-21,A,3.94,157,152,4,NA
116619,2011-02-21,University Of Pennsylvania,American History,PhD,F11,Rejected,Website,2011-02-21,A,NA,NA,NA,NA,NA
116644,2011-02-21,University Of Pennsylvania,American History,PhD,F11,Rejected,Website,2011-02-21,A,NA,NA,NA,NA,NA
116647,2011-02-21,University Of Pennsylvania,History - Middle East,PhD,F11,Rejected,E-mail,2011-02-21,A,NA,NA,NA,NA,NA
116655,2011-02-21,University Of Pennsylvania,Psychology,PhD,F11,Rejected,Website,2011-02-21,A,3.5,160,149,4.5,NA
116662,2011-02-21,University Of Pennsylvania,History (Medieval),PhD,F11,Rejected,E-mail,2011-02-21,A,NA,NA,NA,NA,NA
116665,2011-02-21,University Of Pennsylvania,Political Science,PhD,F11,Accepted,E-mail,2011-02-21,A,NA,NA,NA,NA,NA
116673,2011-02-21,University Of Pennsylvania,Philosophy,PhD,F11,Rejected,Website,2011-02-21,I,NA,NA,NA,NA,NA
116675,2011-02-21,University Of Pennsylvania,Philosophy,PhD,F11,Rejected,Website,2011-02-21,A,NA,NA,NA,NA,NA
116696,2011-02-21,University Of Pennsylvania,Clinical Psychology,PhD,F11,Rejected,Website,2011-02-21,A,NA,NA,NA,NA,NA
116703,2011-02-21,University Of Pennsylvania,Philosophy,PhD,F11,Rejected,E-mail,2011-02-21,A,NA,NA,NA,NA,NA
116709,2011-02-21,University Of Pennsylvania,Philosophy,PhD,F11,Rejected,Website,2011-02-21,A,NA,NA,NA,NA,NA
116750,2011-02-21,University Of Pennsylvania,French,PhD,F11,Accepted,E-mail,2011-02-20,O,NA,NA,NA,NA,NA
116774,2011-02-21,University Of Pennsylvania,American History,PhD,F11,Accepted,E-mail,2011-02-21,O,NA,NA,NA,NA,NA
